user_id,higher_education_proba,all_mon,col_VO_tran,cr_tran
19d30df94c5347a8ac2780fd394b18d4,0.5,-1204300.7730478006,568.0,-2120.2478398728886
b381e952b83e4d07aeb84011a6f8ecd4,0.5,-2064495.238347041,1171.0,-1763.0189909026824
7096ca412db249a2ace1c08c5257f808,0.5,-1414262.3601611706,1824.0,-775.3631360532734
0dad6efbf44848ab90ac7fa8fc7353cb,0.5,-296997.59829850064,618.0,-480.57863802346384
6dcdd45619ea46e99cf45fa22be9754b,0.5,-885582.2087883987,1058.0,-837.0342238075601
09681c2888d54cd2a1b2eec216f65b9e,0.5,-419691.05129890016,999.0,-420.1111624613615
5069be4e369e405aa62a4a4741eed398,0.5,-36235.81748151997,649.0,-55.833308908351256
3e0f82fab647465fb931bf85c7d2ef6c,0.5,-1847235.394655,1505.0,-1227.3989333255813
31672e90816f4dffba9195d75ab51729,0.5,-3746034.1929759,1079.0,-3471.7647756959223
75551f63e3ab497cad513e5635808b9f,0.5,-3753756.8109739963,1256.0,-2988.659881348723
6e31e6374e2343eb923bdd6666e275e1,0.5,-758306.0625468196,1158.0,-654.8411593668562
7c4003e2fb23404a8243f6ca9a924de7,0.5,-1296900.2748726194,1184.0,-1095.3549618856582
8ba33bce93864215b5509a03145dfbc5,0.5,-1171887.7627709983,718.0,-1632.1556584554294
435b0ac035c34374ba2afbc86daedf5f,0.5,-392629.6390149999,635.0,-618.3143921496062
847af9fba2244965b3e565d36ea55a20,0.5,-970859.3487100002,704.0,-1379.0615748721593
bb1a9fa6f2ad456f994e6564b702671b,0.5,-906123.616072699,951.0,-952.8113733677171
e522fc9ccb884db8a665e0d2a044b747,0.5,-396803.94462025655,630.0,-629.8475311432644
4996549332574e548b3de47cd18fd20d,0.5,-182958.68651849992,477.0,-383.56118766981115
78440b23d1ec4b5593c109aabb8ce25e,0.5,-659258.4732779003,754.0,-874.3481077956237
8af88a88ead046fc940b80cf45796a37,0.5,-31634.959454281012,1789.0,-17.683040499877592
428c666c21804780bb948651dbeb93d3,0.5,-115596.84439400012,483.0,-239.33094077432736
e7ecbb86c7ef4728a90e5e06d7c54561,0.5,-458761.60306279967,976.0,-470.04262608893407
48da649603734185b98dcea93484dbc7,0.5,-211759.7385233001,558.0,-379.49773928906825
09410ca998ff47d291a89ac2b5a7e032,0.5,-801842.3096979996,517.0,-1550.9522431295932
2f56350deea146dea4b86e55cc758ed7,0.5,-388741.8996239998,500.0,-777.4837992479995
1f90f5aef1294530bb033ae583bedc8f,0.5,-705849.7989959004,807.0,-874.6589826467168
7fd2a8d84dc34119a91ba636e4298302,0.5,-473226.9858480004,551.0,-858.8511539891114
31ef5cb8b89b4a16a409e35c04997a30,0.5,-286442.12381145963,1344.0,-213.12658021685985
84e779e9862a4d0d891a8bf1ad79f6cc,0.5,-1561490.2458273224,2797.0,-558.2732376930005
fd9cffbea5a144ce8286b6d5b6e38532,0.5,-223050.4901814297,1012.0,-220.4056227089226
63c2ebf97fec49c3a995afdd4e9fe49f,0.5,-566336.6167346,724.0,-782.2328960422652
e652c94acffd4bd1ac06cf581972d8dd,0.5,-360970.4583635201,836.0,-431.7828449324403
b120a518495b4eed931e7e5e7a42afb7,0.5,-639875.0259569009,688.0,-930.0509098210769
e3feb4d7e0994b7280dd216c0ec91f4e,0.5,-235570.94747600003,1193.0,-197.460978605197
29cb2ba388a542de850439ef64e769ff,0.5,-1751921.8245591216,793.0,-2209.233070061944
d7bd66203ba843d0afdc9b292edc2e9f,0.5,-570042.9204389995,650.0,-876.9891083676916
d1bfa6cd335b4ae5a43d5bfc06b3c7eb,0.5,-2021942.2840624994,793.0,-2549.7380631305164
c909b7a68efb4c8eb268c3c5aaf7173e,0.5,-452611.92878810025,555.0,-815.5169888073879
4e055aa4cf084a2a9416f3ef1d21765e,0.5,-1693627.509661,587.0,-2885.225740478705
f0ea74067b964f0aa5a3621c79cf4c93,0.5,-126226.92137574997,991.0,-127.37328090388493
ea3e81dc35c447cf89635a3bf0199a43,0.5,-5068993.436951006,1121.0,-4521.849631535241
083cfefb02bb4db393382358e981a47a,0.5,-1181629.9528891002,1159.0,-1019.5254123288181
cb24fd23f4774afeb916129c5ae65b24,0.5,-759237.2647270998,840.0,-903.8538865798807
f0679f38fa854fcb80d5dd081087f625,0.5,-2684226.980507399,974.0,-2755.879856783777
dea0dd9b983341e79eacd137e1bec459,0.5,-802523.0175695001,611.0,-1313.4582938944357
f86110eff7d947449ea0ebc4631c9c90,0.5,-22554.038183000008,601.0,-37.52751777537439
c869d500d6d44728aceb3dd3a1f2c476,0.5,-686215.260501,641.0,-1070.538627926677
62d95de1a3164bc287590d7e07c4df73,0.5,-395890.81658148015,675.0,-586.5049134540446
70094773a2754a42a0987395c46f0d8f,0.5,-483609.49736550025,1235.0,-391.5866375429152
b06af693d4e047c387036c2bd14c1b28,0.5,-1157736.473679001,944.0,-1226.4157560158908
e25b4b4ba55146d18ab331bc052f4cc3,0.5,-711807.6226930004,727.0,-979.102644694636
aed06c2a30844bc783a5efbf93b09445,0.5,-502701.1869585,501.0,-1003.395582751497
a37e546db60947018a01736f1b4e2232,0.5,-1761086.8828651006,926.0,-1901.821687759288
aaaea1e545d5497e98915d877329db33,0.5,-146669.71943021985,904.0,-162.24526485643787
020d806d3be9442289bd9a672bf212da,0.5,-1761196.8972488379,1119.0,-1573.9024997755478
d64580a07216442c98ea3d58a8b7e511,0.5,-398424.61338899913,543.0,-733.7469859834238
859919e9c7e243309013786161986516,0.5,-3703546.893771999,1283.0,-2886.6304705939197
a69652ca1e5d43739fe277b3ea599ebf,0.5,-673246.1527531001,589.0,-1143.0325174076404
4245f21e1adf41b387e4fa185ecf6cb2,0.5,-485680.9045812297,751.0,-646.7122564330622
2dc6a1a2ce4843deb749f48a35221b5a,0.5,-3929651.5435226997,689.0,-5703.412980439332
a801b14f3c6e478296c98f080776b1b0,0.5,-403793.72125399957,834.0,-484.165133398081
35a721cdc56d4abfbc6aba6c5ef60525,0.5,-110055.19532969997,803.0,-137.05503777048565
81938d766ba947cab9946b068af05001,0.5,-3579808.3627400873,1203.0,-2975.734299867072
423f2429806a41a5ba100e0f412b0102,0.5,-595994.8052357,635.0,-938.5744964341732
35e7485408d04f8496b147dd4a1628ae,0.5,-366063.58282739995,634.0,-577.3873546173501
c6700989b4a24c17912947a1361a78f9,0.5,173899.11959459027,587.0,296.2506296330328
647d3775af5e4859bc68954b19982e4b,0.5,-724817.5338840997,968.0,-748.7784440951443
3be0325edc9e484e85189404ab5c3570,0.5,-440188.1598194907,757.0,-581.490303592458
1ebf3865cc3940b688e1043ce2952cdb,0.5,-1601563.121002699,903.0,-1773.6025703241407
af311ab18bcc47a2a84379064166ec79,0.5,190044.0706600999,521.0,364.76788994261017
40aa0cb37dc84f3a86f97b12b59688af,0.5,-1071798.2906702997,1009.0,-1062.238147344202
d62814001b47458fb53330f3da741d19,0.5,-500916.54506349977,1394.0,-359.3375502607602
7124cde4d5c3442d89f684d8a1a1eeb4,0.5,-334705.3981261002,802.0,-417.33840165349153
a637c6f241fd4b54bbd58623250574ff,0.5,-84441.09568276997,723.0,-116.79266346164587
ed3746b19df3414da745a4e475e431a6,0.5,-739182.3724933998,472.0,-1566.0643485029657
5cadb3e6c6794732bda6dff484d361af,0.5,-468495.83489919995,1092.0,-429.02548983443216
c84f148ac37a43a0b8c1f1bcf97fc023,0.5,-3442851.8583539706,2172.0,-1585.1067487817545
d566a4f0b1bb403db2d4982f6856e58d,0.5,-472221.2453276002,860.0,-549.094471311163
7015489b470d49529e318e03917bc3f4,0.5,-798585.2457543011,749.0,-1066.2019302460628
5da7cf69d8d1477faf7cbba3af29af5c,0.5,-522182.47407720034,903.0,-578.2751650910303
0fa364e660bd4f448d1cc967d3b23439,0.5,-1114538.3460762992,770.0,-1447.4523975016873
8bc243df17ec4b299c3e318096c7191c,0.5,-426879.4571379001,591.0,-722.3002658847718
fe9693e1e7bc4993a958519398c0106f,0.5,-1404465.1865820002,1014.0,-1385.074148502959
2b70fe1a119048c297047d9960df76f8,0.5,-820649.0450788006,2195.0,-373.8720023138044
fceef0ba9a9d440aa7a2285f3e92083c,0.5,-1595569.0527842292,1406.0,-1134.8286292917703
41242f7944e7414491fb610c401a6b31,0.5,-1136166.2843551005,686.0,-1656.2190734039366
d45f9fa3853e4f4884fca0ffd55a6916,0.5,-702298.2146380004,618.0,-1136.4048780550168
25bc21e8740a4e3eb5f5188941eeeb93,0.5,-454904.2674117009,1020.0,-445.9845758938244
063bcea90a5c47fbb1bc09b2da74020a,0.5,-507792.57652850007,712.0,-713.1918209669944
23626b06330b4a9ea32d45852c5934b5,0.5,-255416.2139175003,1066.0,-239.60245208020666
10866a57e4974141a8f0f3ce336f2485,0.5,-449047.41295130097,1213.0,-370.1957237850791
a368379654a74d99b0f29ba2932e5048,0.5,-1327518.1698020014,879.0,-1510.2595788418673
d908da73f952446b80b1434f157572f0,0.5,-46300.29748816,688.0,-67.29694402348838
278563135f0a4084884f71b1f313b95d,0.5,-556270.4427805993,1153.0,-482.4548506336508
df6f99aa92884996bf6455b1d164806c,0.5,-792661.8821093601,609.0,-1301.579445171363
a1d97b457ed24f33925f349501c2134a,0.5,-647935.1913665993,658.0,-984.7039382471114
6e8bc1dc8bbf49f8abb4b790ae04630b,0.5,-511549.18924800004,529.0,-967.0116999017014
fc5d63262898445c9a3ed6943eb4a971,0.5,-580469.0176825997,572.0,-1014.8059749695799
83f5afdc67b340b8a48ed0794bb534e2,0.5,-1542519.4368053018,930.0,-1658.6230503282816
88363b1678904d71adcb39370345cf85,0.5,-565611.4791101598,560.0,-1010.0204984109996
4b305c1a00604c129f1c8e1ba3615b08,0.5,-953606.2013086987,1212.0,-786.8037964593224
4174fea71dd24ac8813b41f80d5fc265,0.5,-666413.4646028996,611.0,-1090.693068089852
a5e15b15f0a2495daf392d248d8716ef,0.5,-480718.04975169984,601.0,-799.8636435136436
f8dd503136bf440fbb2b487e3cf66b5e,0.5,-1330448.0567725971,1251.0,-1063.5076393066324
cac9bffcb3ea4d8dba931cf0160b5631,0.5,-880284.4188035005,1105.0,-796.6374830800909
edb8e2da3a2243d6b3ded58ec4917c69,0.5,-547807.1444003,796.0,-688.1999301511306
e3d0c383538046ca9249c1e67d6e9788,0.5,-307794.99902850005,765.0,-402.3464039588236
180196c751b44d16b3271b0f586ce1c4,0.5,-443475.3457812002,650.0,-682.269762740308
f56d3a20ae71432a9c14ea5465d946ce,0.5,-1177985.4412444995,552.0,-2134.0315964574265
87d3a119dd484b0cbb1e694ebc609e69,0.5,-380521.7216897,595.0,-639.5323053608403
ea64d98edc314e14b6a9b23c74a0bd35,0.5,-274224.3791111998,827.0,-331.5893338708583
a79700dcf90e4220bab10596b6f1964a,0.5,-929034.8951539992,1089.0,-853.1082600128551
1e3d44d4197a4061aa53587d6eae96cf,0.5,-550369.7019849998,690.0,-797.6372492536229
c66951fbef4b4f36af7630ddd270bafa,0.5,-4789237.727680738,1769.0,-2707.313582634674
86afe17b4cc1445e9d79fc685e1c6627,0.5,-299690.5350922002,710.0,-422.09934520028196
1f91c8eb29cc41fcbef0ff88236dd4de,0.5,-292261.4435128101,739.0,-395.48233222301775
a7a1f51511614eab9196f5fa30871f0e,0.5,-586567.1995956996,676.0,-867.702957981804
b10b6f21754f4f3bb6a3c39a5d577b1a,0.5,-733709.124973,944.0,-777.2342425561441
fb4da630df164de98f2be1642cad9fab,0.5,-482825.6038500005,562.0,-859.1202915480436
bb6c27ed7c094ecbb7271ebff894dbc3,0.5,-1187916.296408999,761.0,-1560.9938191971078
401ba7dbc0bc4e1b8072ef47a7bcd296,0.5,-770459.94679823,480.0,-1605.1248891629793
c9a8fd374c7b4fe7ad6a26a21d5f27a5,0.5,-364719.45252399996,524.0,-696.0294895496182
eb0943d7d88c4053ab0ff911d58f08bd,0.5,-1280245.2822995991,536.0,-2388.5173177231327
b057c69cdec74c0c9cd48fe1110e80af,0.5,-706557.8211753998,942.0,-750.0613812902334
c81c4244924e41d6b01bd53e53d41add,0.5,-1986668.8324108992,1681.0,-1181.8374969725753
53826caac72e49179887b5443a40be56,0.5,-808293.2835307297,708.0,-1141.6571801281493
1183732ab718424da835acb4a99433a0,0.5,-1216643.3018552095,1682.0,-723.3313328508974
4d4402bf401e4aacbb03fc04429aba89,0.5,-742144.3379709707,525.0,-1413.608262801849
085b63e3b0984dcbb5cc4dcabf5cc4e8,0.5,-553719.4904354059,523.0,-1058.7370754023057
7a5e8c55049d46718c35d048ac1d9791,0.5,-420244.3149729999,687.0,-611.7093376608441
404f92877e734d65b30ec5f99c133a78,0.5,-665928.8669030007,539.0,-1235.489548985159
a7fe73f181014fc288e11dd3e54bbb73,0.5,-463252.90346750006,564.0,-821.3703962189718
72b7e2af7d2b49baa7b1e2f734b022a5,0.5,-2591220.4360580025,687.0,-3771.791027740906
8875dac992d041e0a61dda5ee0997cdc,0.5,-1074461.3657669993,1056.0,-1017.482353946022
7ad6cedf4aad4ef784ca9728c658503c,0.5,-463918.6728863506,1432.0,-323.9655536915856
244a9a8b862a47d998a3be5223b5a43d,0.5,-2006291.8573914974,642.0,-3125.0651984291235
c621cdf5e7cc4abf894432e9425d94cb,0.5,-500293.2476437002,967.0,-517.3663367566703
519777b77430480c80c861690f95d233,0.5,-769702.5484977002,992.0,-775.9098271146172
c0f4a0ee5b214656b2d0d97475031fe7,0.5,-1188778.098805601,1192.0,-997.2970627563767
c3fe36ca459f4ec0bc13830916b10286,0.5,-819942.1718607197,832.0,-985.5074181018265
558aeba5b7c0434dafb474422a629257,0.5,-1194774.4031235997,677.0,-1764.8070947172816
7f2271715e6c4288afdbc2c8ca830536,0.5,-1655045.5408543993,853.0,-1940.2644089735045
49beae27d4d3433fb1156a4abe8d39f9,0.5,-1260471.0296106,798.0,-1579.5376310909776
d2f0ee2df3ef47409beee6c4e8ac3a25,0.5,-667722.6550912012,687.0,-971.9398181822434
092db3506b1a471ca2cae270aea50988,0.5,-747338.7264851002,911.0,-820.3498644183318
f28bbc459c4546388079d62393985269,0.5,-1118534.515114454,702.0,-1593.35401013455
fbd798895e5a4ecaba0e528d6407f317,0.5,-578706.9808319996,1219.0,-474.739114710418
dc983a99f33b43b2970ff00407b9557f,0.5,-657709.6370887998,660.0,-996.5297531648482
7aa92948a71c437b9c864fe957da24fe,0.5,-7044323.24119699,1173.0,-6005.390657456939
8239025c45de4a9eb2446a6e34400df8,0.5,-1879940.2080578033,592.0,-3175.5746757733164
d5734c541fe44d94889bc45cc82a434a,0.5,-3064457.054390713,1180.0,-2596.9975037209433
ea110906a0164960b0f13d6ae7d80046,0.5,-729140.8287284995,650.0,-1121.7551211207683
7abee11dd7584594b1c92baadd825fdc,0.5,-2466332.775577502,783.0,-3149.850288093872
937e55a358294ff2a40e21357e0029f1,0.5,-1417778.0678053754,1185.0,-1196.437188021414
10f09bfecc7f4cf894897206d4020307,0.5,-1540511.2521957813,1038.0,-1484.11488650846
984c791561f749a0b309ec9c9c017342,0.5,-579237.0535357001,516.0,-1122.5524293327521
fbdd3d12bb8646dba670676504e8534b,0.5,-547128.4941649998,771.0,-709.6348821854732
07b75076267446aabad1ebe757c8bda5,0.5,-279646.8908059999,622.0,-449.59307203536963
7539fa02cca64206b9138e99a9f498e9,0.5,-362761.03370160045,640.0,-566.8141151587507
676a815fc6874860bc50f9633aa02a61,0.5,-1295789.6100783001,1460.0,-887.5271301906165
0a841ee0f662413789fc3f319308f1f0,0.5,58223.54824630008,838.0,69.47917451825785
eb48a3b226614944a823d20c0f970a1d,0.5,-400248.7650118,500.0,-800.4975300236
9255990e391f4627a2da6a7557761c44,0.5,-439400.0491543696,741.0,-592.9825224755325
29522aa50a0049fc89e91ed4421c23ff,0.5,72532.07933579967,1491.0,48.64659915211246
b9a1503003b646af86c75dc178e73554,0.5,-365304.4313832001,977.0,-373.9042286419653
a4507a48b4e44e70b4ed27ec81a8d88b,0.5,-512020.155979,575.0,-890.4698364852173
cf765ecf301a4e5381683d2978dbeb95,0.5,-614141.3027390002,833.0,-737.2644690744299
6d6fa05fad9b41e994d07bf59e799d3d,0.5,-2508374.3279474005,1201.0,-2088.5714637363867
83da564af92545e0bab65e481cca6ace,0.5,98851.98311160006,569.0,173.72932005553614
0f612bb891354299aead90d176cc98cb,0.5,-384244.63480955706,597.0,-643.6258539523569
0b37ba3e201f476ebf99d8b4363940b8,0.5,-438966.2706160002,558.0,-786.6779043297495
1f01c492c4714976bb1c4e6bdef72eb1,0.5,-131867.36350850007,561.0,-235.05768896345825
94596db8fc08471b91df10d76c89de67,0.5,-1446753.58771945,758.0,-1908.6458940889843
42591ef8f91448f49506930a40f75cd1,0.5,-251278.90497739872,1341.0,-187.38173376390657
23837fba8d9641578e9c85e59a95712f,0.5,-832236.9988670008,928.0,-896.8071108480613
a0c0705dfc9c46fca704a00d246d7f12,0.5,-1407507.4867049998,550.0,-2559.104521281818
44fd97b34c4e48068737d167fb6a9105,0.5,-1016984.4693370007,473.0,-2150.0728738625808
6f461cd6814749b69672a4239fa52536,0.5,-930502.8151449998,1311.0,-709.7656866094583
dca79e2a3b3d4f3fbf820ea881de239a,0.5,-634140.2176920004,505.0,-1255.7232033504959
21b4cbdb65984481a390b87e33a34097,0.5,-789901.886426,537.0,-1470.9532335679703
4bbe9e6310254aaab661169e6ed32ebd,0.5,-4104593.601965726,1854.0,-2213.912406669755
8a0fde9d499b4fccb4abc4b5202e1734,0.5,-1431578.1706324224,1986.0,-720.8349298249861
54b38a26ee83456ab8683695e3cdd819,0.5,-822713.1090789102,919.0,-895.2264516636673
a47ebc70636a4b4aa0dad3ee1faa5ba3,0.5,-328289.9802229999,731.0,-449.0971001682625
c0915d1f876c42dea84907cd00dad641,0.5,-553182.8424510001,654.0,-845.845324848624
c688f1534e3945edb810947bfd9d849e,0.5,-745393.8652958001,1258.0,-592.5229453861687
4d942714ac7d4fa5be91cede5f635d64,0.5,-949522.4441260007,647.0,-1467.5771933941278
401f6f6903794d62a3c2cb22499cf7d5,0.5,-857190.9856311997,645.0,-1328.9782722964335
33db2f27ab9a468e9b4ae229fb9d86fe,0.5,-305401.95298299973,616.0,-495.7823912061684
9011f47bf4bf485e89f8597f262913ce,0.5,-3161924.2360823206,1542.0,-2050.5345240481975
8566f7bb8b784517ba0bb7c785005040,0.5,-354330.3243319998,1020.0,-347.3826709137253
e08272444da64ebabcfdff3183168bb4,0.5,-699862.6011,571.0,-1225.678811033275
677330aacd424d6a9581117a892faff4,0.5,-789730.9103755004,773.0,-1021.6441272645543
60b5dfd3cccb4e249ae73ca6edd4a6dd,0.5,-1009879.9294837997,863.0,-1170.196905543221
44fd3bee07ae48ff92dcb95fc84aee61,0.5,-2221736.9355306644,1127.0,-1971.3726136030741
ea693d42b2aa499c803a13d4f4146c04,0.5,-415875.9675425,605.0,-687.3982934586777
c61c76447b8a443e828d2644879a7f3a,0.5,75826.78701778005,560.0,135.4049768174644
71e2390f482c4d12b31dd223171909a5,0.5,-279180.1689200001,844.0,-330.7821906635072
941ae783126b4a62b4e57c5d0ac8840a,0.5,-573956.7000552103,661.0,-868.3157338202878
e82cdda29d2648e984e32c77dfa146f3,0.5,-1019633.8836259005,647.0,-1575.9410875207118
0e704b2b5a754b05b988061127b0a31b,0.5,-368394.5119871005,1772.0,-207.89758012816054
66813a4a51304f27ade72b6a2c99cf18,0.5,-836298.683807101,787.0,-1062.641275485516
ffa49546178448b8926a7f15c4a73bdb,0.5,-1271206.0587422985,694.0,-1831.7090183606606
c428fb37489845d9a192b7d849449a62,0.5,-463742.67679109983,1253.0,-370.10588730335184
70ee927eaa9341d3a277f0a46ee80cee,0.5,-417483.43326699996,580.0,-719.7990228741379
afdc796dbacd4c3e9238c39e57cd2a75,0.5,-550129.6886313498,851.0,-646.4508679569328
b2169acb21e1457e9f2beb5e5ed28ac3,0.5,-813885.8694804399,550.0,-1479.7924899644363
b4127e76fe4843ac9556bb3b4d298a0a,0.5,-675060.7605100004,827.0,-816.2766148851274
fb0322fe17e046dda2ec858de10ba442,0.5,-1604746.3211202014,867.0,-1850.9184788006937
eaa38203123b4a1a8e81779ddfffe8de,0.5,-775978.0350989994,574.0,-1351.8781099285704
c2104c81e0c1482aad46c1f2d2862fff,0.5,-191884.28453674002,696.0,-275.69581111600576
a83ec3177fa64bac846a2f2a86f85d6f,0.5,-564341.7253056805,1861.0,-303.24649398478266
1c9dba44d02444b6a588e22628021079,0.5,-35372.40710859996,512.0,-69.0867326339843
4e226afc29604811aaf3f1a489e93984,0.5,-240418.83153209995,753.0,-319.2813167756972
906998d436fa42c3b9db85e58d9bb475,0.5,-742634.3931851003,563.0,-1319.0664177355245
cc29b99b64284122b9e395647491e372,0.5,-254792.48765226005,1249.0,-203.99718787210574
955c34e9b9b74516b6cd0abf115f9760,0.5,-655097.5903833004,809.0,-809.7621636381958
45731a66ed6e4ff29857e6add79e47f6,0.5,-630780.4290417007,609.0,-1035.7642513000012
03cc9bbd8170489b998a6aecfdfe77b5,0.5,-800654.0211538001,606.0,-1321.211256029373
3088f2780407409ead03b9da95420e31,0.5,-513186.5297508006,543.0,-945.0948982519348
6c904e57967c4d69b60db751bfdf931d,0.5,-565724.23709599,949.0,-596.1266987312855
65227b63bdde4131b8d79ccd213a9aed,0.5,-313295.7421810003,871.0,-359.6966041113666
912a10eb71974f60971a94a3199aac1e,0.5,-233142.60613640008,520.0,-448.3511656469232
ccedd3410b074ba59c5c5218fe793a3b,0.5,-756272.3639783008,919.0,-822.929667005768
defafc9b810345fabb591883804039e2,0.5,-1536084.3589243507,1185.0,-1296.2737206112665
9c2a0f056147468e81fc2087cc7b0b66,0.5,-32565.04768773987,594.0,-54.823312605622675
b00a55aec5974526999d683cae7431e5,0.5,-566526.0929626996,694.0,-816.3200186782415
75fb5189a9c4488b8ed74d8bcdb5bce5,0.5,49093.41542399996,513.0,95.69866554385958
1161370d14b942ee83b18d80988a4f0c,0.5,-854876.112352049,1302.0,-656.5868758464278
b76cc860d38d4a27897005c02532ad37,0.5,-1230875.9173037005,1306.0,-942.4777314729713
11440146fc8b46c7a5b9d787aaf0f15f,0.5,-435668.6141769806,1152.0,-378.1845609175179
e01873a1324145cc92c8f77c6054e432,0.5,-875493.4018026004,922.0,-949.5590041242954
0d6ca9d70b274e2c8900cab2d037ebdb,0.5,-502850.1774349998,686.0,-733.0177513629734
aa007d051b494296aff89ff97f595874,0.5,-218750.1409108002,633.0,-345.57684188120095
4eacf31b9c624cc784e189d5e06e86d5,0.5,-384053.2028965999,897.0,-428.1529575212931
b844fcf6a61d47ca83ac9a8cebc0e541,0.5,-558909.0244148001,840.0,-665.3678862080953
afff161adeb347d6ad8964e4202207ec,0.5,-877327.4951239995,496.0,-1768.805433717741
e7ec8d47fa3d40ae88d66cb769cbca71,0.5,-553974.8896951999,710.0,-780.246323514366
4effda78bc9d425aae45c83db5a56cc8,0.5,-1188238.1625823008,1224.0,-970.7828125672393
2a9be54da4fd4aedb7a7ee00b734c358,0.5,-789455.5481682495,987.0,-799.8536455605365
4d9f6f604f374414a1117665dab802d7,0.5,-381429.5735024001,649.0,-587.7189114058552
5dc5f640a43c4cdfa73ad9ddb6b0a9dc,0.5,-1502248.6260364014,527.0,-2850.566652820496
9aa424dd1cf44c3f8005a6101aea0547,0.5,-613352.7582240006,892.0,-687.6151998026912
e66cb00795f3428e8e0d8121881eff58,0.5,-570563.8047601999,1063.0,-536.7486404141109
6fcce6dd4059435a92eeef4e4e29e354,0.5,-696301.5926204993,835.0,-833.8941228988016
adcc99b91db649ec9d1dd8c0556956cc,0.5,-1720593.5141071992,904.0,-1903.3114094106186
e03a31d098ec4dbc8704bf571c012ad3,0.5,-514850.4832771,599.0,-859.516666572788
59b74074d11e43b4a62f253d198fe9b3,0.5,-1573156.929628,915.0,-1719.2971908502732
514c49da960049c7bb8226b11694cee8,0.5,-1312264.8928300303,599.0,-2190.759420417413
71b0fd2c25474800acaa13eb03cdd73c,0.5,-196497.61614359997,567.0,-346.5566422285714
55cb9a15b17a485aace06b3fa62cb310,0.5,-454913.13884499995,560.0,-812.3448907946428
ed67aa7527b249e3b86ef80fcbfc6843,0.5,-1752548.9575545716,1745.0,-1004.3260501745395
5a1d6f0f9640460d8527534efb7dddb6,0.5,-269796.70915739995,1113.0,-242.40494982695412
d88365d779e04bea9b81f6bd393fbbb4,0.5,-608853.729524999,783.0,-777.5909700191559
91d7632ed4c24b4cbb850dca451a988e,0.5,-521281.30263392004,716.0,-728.0465120585476
dd40e714372541f29ab7ab7e3ecbdeb1,0.5,-953400.841552999,752.0,-1267.820268022605
